EXTRACTED_DATE,EXTRACTED_TIME,STOCK_NAME,EXTRACTED_PRICE
18-12-2025,06:12:31,YESBANK,21.47
18-12-2025,06:12:43,YESBANK,21.47
18-12-2025,06:12:54,YESBANK,21.47
18-12-2025,06:13:05,YESBANK,21.47
18-12-2025,06:13:16,YESBANK,21.46
18-12-2025,06:13:26,YESBANK,21.46
18-12-2025,06:13:37,YESBANK,21.47
18-12-2025,06:13:49,YESBANK,21.46
18-12-2025,06:14:00,YESBANK,21.46
18-12-2025,06:14:11,YESBANK,21.47
18-12-2025,06:14:22,YESBANK,21.47
18-12-2025,06:14:33,YESBANK,21.46
18-12-2025,06:14:44,YESBANK,21.46
18-12-2025,06:14:55,YESBANK,21.48
18-12-2025,06:15:06,YESBANK,21.47
18-12-2025,06:15:17,YESBANK,21.47
18-12-2025,06:15:28,YESBANK,21.48
18-12-2025,06:15:39,YESBANK,21.47
18-12-2025,06:15:50,YESBANK,21.47
18-12-2025,06:16:01,YESBANK,21.48
18-12-2025,06:16:12,YESBANK,21.48
18-12-2025,06:16:23,YESBANK,21.48
18-12-2025,06:16:34,YESBANK,21.47
18-12-2025,06:16:45,YESBANK,21.47
18-12-2025,06:16:56,YESBANK,21.47
18-12-2025,06:17:07,YESBANK,21.47
18-12-2025,06:17:17,YESBANK,21.47
18-12-2025,06:17:29,YESBANK,21.48
18-12-2025,06:17:40,YESBANK,21.47
18-12-2025,06:17:51,YESBANK,21.49
18-12-2025,06:18:02,YESBANK,21.51
18-12-2025,06:18:13,YESBANK,21.5
18-12-2025,06:18:24,YESBANK,21.5
18-12-2025,06:18:35,YESBANK,21.49
18-12-2025,06:18:46,YESBANK,21.49
18-12-2025,06:18:57,YESBANK,21.49
18-12-2025,06:19:08,YESBANK,21.5
18-12-2025,06:19:19,YESBANK,21.49
18-12-2025,06:19:30,YESBANK,21.49
18-12-2025,06:19:41,YESBANK,21.49
18-12-2025,06:19:52,YESBANK,21.5
